CATEGORY,title,alt words,DESC_ID,DESCRIPTION
,fan metal,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,filing cabinet,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,baseboard heater,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,motor small,furnace motor,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,range hood,kitchen appliance exhaust,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,sinks metal or cast iron,laundry sink laundry tub kitchen bathroom tub,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,table metal,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,tire rims,rim,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,wheelbarrow metal,wheel barrow,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,refrigerator,fridge household appliance bar fridge appliances residential bar,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,stove,range cooker stove cooking plate cooktop household appliance hot plate oven,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,washing machine,washer household appliance,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,dryer,drier clothes dryer,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,dishwasher,dish washer household appliance,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,dehumidifier humidifier,air cleaner electronic air cleaner table top humidifier,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,freezer,deep freeze freezer locker frozen food locker frigidarium household appliances,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,,roto tiller,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,metal safe,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,air conditioner,air conditioners,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,pump,water pump sewer pump sump pump laundry pump heat pump exchanger,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,drum metal,barrel,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,vanity metal,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,microwave oven,microwaves,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
,windshield washer fluid bottle,,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,cosmetic bottle,moisturizer perfume bottle,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,detergent bottle,laundry tide bleach,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,squeezable food bottle,ketchup mayonnaise mustard salad dressing barbeque sauce soya sauce condiments,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,biscuit tin,cookie tin tins,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,newspapers,paper star globe news newsprint printed paper print flyers sun,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,printed paper,print ads junk mail flyers lottery tickets fax paper,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,polystyrene foam packaging,styrofoam plastic protective foam trays clam shell hot drink cups meat tray,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,pop can,metal aluminum cans soda beverages soda can,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,aluminum plate,pie plate roasting pan rigid foil burner liner,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,frozen juice container,spiral cans beverages,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,envelope with or without plastic window,fine paper envelope,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,magazine,paper magazines printed paper print glossy adbusters,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,aluminum tray,roasting foil,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,molded paper,cartons paper egg carton take out tray paper berry box,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,catalogue,catalogues,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,phone book,paper printed paper print telephone directory book,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,packing paper,,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,antifreeze container empty,car coolant coolant,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,glass prescription bottle or vitamin bottle,,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,bristol board construction paper,paper posterboard paperboard coloured construction paper,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,file folder,paper,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,paper gift bag box ropes and removed non metallic,bags gift box,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,greeting card,cards print gift card calling buisness,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,posters,paper print printed paper,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,sticky note,post it stickies,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,white granulated sugar bag,paper printed paper print packaging white sugar bags,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,gift wrapping paper non metallic,paper wrap packaging,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,dvd case,cd cases dvd cases,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,tissue paper,wrap wrapping gift tissue wrapping paper,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,postcard,postcards paper printed print picture postcard post card,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,index card,cards paper edge notched edge notched paper stock card stock index cards,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,paper roll,rolls toilet paper paper towel toilet paper tube paper tube,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,polystyrene foam cup and plate,plastic styrofoam plates disposable take out take out takeout plastics hot drink cups polystyrene containers,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,white or other colour plastic prescription or pill bottle empty,bottles medicine medicine bottle,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,plastic cup and plate clear or coloured,cold cup drink rigid polystyrene cup disposable plastic cup disposable plastic plate,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,metal water bottle,aluminum water bottle stainless steel bottle,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,plastic contact lenses case,,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,receipt matte paper,sales receipt cash receipt,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,plastic envelope,canada post plastic sealing envelope,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,plastic fruit basket,plastic berry basket green plastic mesh fruit basket,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,glass bottle jar lid,,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,junk mail,paper printed paper print ads flyers non addressed mail,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,household paper,flyers,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,dry cleaning bag,polyethylene bag,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,flyers,paper print printed paper flyer,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,computer paper,printing,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,writing paper,fine paper,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,takeout coffee cup styrofoam,take out,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,clear plastic prescription or pill bottle,medicine bottle vial medication container,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,plastic cookie and cracker bag tray,inserts packaging,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,yogurt cup single serve,cups yoghurt small pudding cup fruit cup,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,foam egg carton,cartons polystyrene,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
,grass clippings,thatch,208,Please leave your grass clippings on your lawn.  Yard waste containing grass clippings  or sod will not be picked up.  
,garden brush,twigs tree limbs branches garden brush,214,"Securely tie hedge trimmings, brush or branches.  Bundles can be up to 1.2 m (4ft.) in length and 0.6 m (2ft.) in width, weighing less than 20 kgs/44lbs.  The maximum diameter of each branch is 7.5 cm (3inches).  For more details, please  visit <a href=""http://www.toronto.ca/compost/index.htm"" target=""_blank"">Composting, yard waste and lawns</a>.   Please leave your grass clippings on your lawn.  Yard waste containing grass clippings  or sod will not be picked up.  "
,hedge and tree trimmings,branches garden trimmings hedge clippings,214,"Securely tie hedge trimmings, brush or branches.  Bundles can be up to 1.2 m (4ft.) in length and 0.6 m (2ft.) in width, weighing less than 20 kgs/44lbs.  The maximum diameter of each branch is 7.5 cm (3inches).  For more details, please  visit <a href=""http://www.toronto.ca/compost/index.htm"" target=""_blank"">Composting, yard waste and lawns</a>.   Please leave your grass clippings on your lawn.  Yard waste containing grass clippings  or sod will not be picked up.  "
,pumpkin,pumpkins halloween gourds jack o lanterns jack o lanterns,215,"Please place pumpkins and jack-o-lanterns in your Yard Waste Bin.  If you do not have other Yard Waste, your pumpkins can be put it in your Green Bin.  Please ensure whether you put this item out as Yard Waste or in your Green bin, the container used may not exceed 20 kgs (44 lbs).  Please leave your grass clippings on your lawn.  Yard waste containing grass clippings  or sod will not be picked up.  "
,eaves trough,down spout downspout,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,metal shower enclosure dismantled,shower walls,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,pool tarp,pool cover pool liner vinyl pool liner hot tub cover pool blanket,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,door metal,aluminum door metal garage door screen door,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,awning,,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,counter top,countertop,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,gazebo,,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
,vanity non metal,,216," This item is not collected curbside.  Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
