category,title,alt words,desc id,description
,flour,baking supplies spelt kasha,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,fruit,produce,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,vegetables,produce trimmings,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,grease and fat solid,lard shortening butter gristle,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,meats raw and cooked,meat products burger steak ham side,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,fish raw and cooked,lobster seafood shellfish mollusc bivalve shrimp,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,nuts,pecans filbert peanuts almonds pistachios cashews coconuts nut shells,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,pasta,noodles orzo couscous semolina,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,rice,uncle ben s,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,fruit core,fruit apple food produce,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,peels,fruits vegetables banana food rind produce,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,pit,stones cherry peach plum food fruit produce,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,sauce,sauces pasta food au jus condiments gravies gravy,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,tea bag,bags tea tetley bergamot red rose teabags,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,loose tea,tea leaves,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,pet food,nibbles dog food cat food dog treats,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,sweets,candy chocolate bar chocolate bunny easter egg sweets candy cane halloween,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,fries,french fries fries box,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,baking ingredient,spice herb dough honey syrup,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,bread,buns crust loaves loaf,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,bird seed,feed,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,butter and margarine,shortening lard,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,cake and candy,snack dessert chocolate sweet halloween cane candies muffin,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,corn cob or husk,food corn stalk,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,dried flower,floral arrangement dried flowers,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,flower,dried,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,food scraps,left overs leftovers plate scrapings,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,herbs,food,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,incontinence pad,incontinent depends,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,mayonnaise,miracle whip,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,flower real,flower bouquet bouquet cut flowers,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,paper plate soiled,,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,shell,clam oyster mussel periwinkles scallop snail mollusc bi valves sea shells lobster shrimp,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,pastry,cup cake cupcake cake dessert pie tart crescent dough,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,paper ice cream carton,cartons tubs ice cream boxes ice cream box ice cream,230,please place this item in your green bin line either your indoor container or outdoor green bin with a plastic bag or kraft paper bag do not line both green bins can not weigh more than 20 kgs 44 lbs excess organic material can be set out in clear plastic bags weighing less than 20 kgs 44 lbs beside the green bin you can get an additional green bin at a http www toronto ca environment days index htm target blank community environment days a at one of the city s a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or by calling 311
,pool heater pump,hot tub heater pump pool pump,236,this item is considered construction renovation waste and is not collected at curbside or through other city of toronto programs please dispose of this item through private sector landfills or private waste removal and processing facilities
,printer,,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,speaker,stereo speakers computer speakers,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,television,televisions tv tv set household appliances,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,electronic thermometer,personal electronic outdoor electronic thermometer,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,electrical power bar,power bar,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,e book reader,kobo e reader kindle,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,computer,laptop pc desktop computer computer tower lap top portable computer monitor notebook notepad computer terminal,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,computer accessories,keyboard mouse speaker headset modem keyboard computer peripheral disk drive accessory,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,fax machine,fax facsimile fax copier,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,audio electronics,turntable turntables turn table radio radios receivers tuner tuners stereo stereos electronic,237,electronic equipment is now collected right at your curbside on your scheduled garbage bin collection day please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day computers monitors printers fax machines and televisions are also accepted at a http www toronto ca garbage depots htm target blank recycling and solid waste depots a or a http www toronto ca environment days index htm target blank community environment days a always remember to protect your privacy clear all personal information from computers cell phones and electronics prior to collection drop off donation
,iv bag and tubing,,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,catheter,catheter bag catheter line,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,dialysis waste,dialysis tube tubing dialysis bag,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,bandage and gauze,band aid,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,colostomy bag,,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,medical waste healthcare waste,cast splint support catheters dialysis waste colostomy bag gastric tube nasal tube iv bag iv tubing sponge home health care waste,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,gastric and nasal tubes,,240,this medical waste is acceptable in your garbage bin please place the items inside two plastic bags double bagged place in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag for details regarding proper disposal of this item please read more about a http www toronto ca target blank home healthcare waste a syringes are considered hazardous waste and should not be placed in the garbage
,christmas tree real,,245,christmas tree collection occurs in the month of january please refer to your collection calendar for specified christmas tree collection days on your street when placing your tree out for collection please remove all decorations tinsel etc and do not place out in any type of bag alternatively this item can also be taken to a a http www toronto ca garbage depots htm target blank recycling and solid waste depot a
,photocopier,copier,246,electronic equipment is now collected right at your curbside please set out these items for pick up 0 5 metre 2 feet away from your garbage bin large items can be put on the ground small items should be put in an open cardboard box or clear plastic bag it is preferable if small items are not put out as single items if the weather is bad please put the items out on your next garbage bin collection day
,barbeque,bbq bbq grill,248,scrap metal is now collected right at your curbside on your scheduled garbage bin collection day please set out this item for pick up 0 5 metre 2 feet away from your garbage bin to set out your bbq properly for collection please remove the propane tank and briquettes the briquettes are considered garbage and should be placed in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 20 kgs 44 lbs affixed with a city issued garbage bag tag the propane tank is household hazardous waste you can take the tank to a http www toronto ca garbage depots htm target blank recycling and solid waste depots a across the city or your local a http www toronto ca environment days index htm target blank community environment day a
,election sign,candidate,250,the candidate who provided you with the sign should pick it up paper or cardboard elections signs can be placed in your blue bin but the stakes and staples must be removed and not placed in the blue bin corrugated plastic and plastic film signs along with their stakes will be recycled please speak with the candidate who provided the sign to learn about the arrangements they have made to collect and drop off their signs
,bricks,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,asbestos,insulation,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,pcbs,pcb,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,telephone pole,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,tent trailer,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,vending machine,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,diving board,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,pool table,billiard snooker cue,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,motorized personal transporters,sea doo ski doo jet ski snow mobile snowmobile ski doo motorcycle scooter electric bike segway,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,piano or organ,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,vehicle propane tank,taxi bus,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,oil tank,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,aluminum siding,vinyl siding,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,paving patio stones,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,cement,grout cement powder stucco mortar,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,cinder block,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,clay pipe,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,marble slab,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,car parts plastic,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,boat,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,cast iron tub,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,asphalt,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,concrete laundry tub,concrete laundry tubs,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,pickup truck cabs,truck cabs truck caps truck toppers,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,golf cart,,253,this type of waste is not collected at the curbside or through other city of toronto programs please make arrangements with a company in the private sector specializing in disposing of this type of waste
,helmet,helmets,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,plastic wrap,saran wrap plastic film packaging wrap,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,light fixture lamps,lamp lighting light fixtures solar lamps solar garden lamps solar garden lights floor lamp,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,tape,duct tape electrical tape masking tape scotch tape painters tape tape dispenser,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,toiletries,toothbrush razor soap emery board disposable razor,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,chopsticks,chop stick wooden chopstick,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,skewers,wooden skewers bbq skewers,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,aluminum foil,metal tinfoil wrap metallic,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
,cigarette cigarette butt and ash,smoke tobacco ashes cigarettes,255,please place item in your garbage bin ensuring the lid closes or in a garbage bag weighing less than 44 lbs affixed with a city issued garbage bag tag
